candidate,percentage,votes,state_name,district,party,state_abbreviation,year,id,GEOID,total_votes,vote_share
Simone Coleman,4.2,13367,Michigan,13,Other,MI,2024,MI13,2613,321649,4.155772285939021
Christopher Clark,1.8,5726,Michigan,13,Other,MI,2024,MI13,2613,321649,1.780201399662365
Christopher Dardzinski,0.9,2825,Michigan,13,Other,MI,2024,MI13,2613,321649,0.8782865794701679
Shakira Lynn Hawkins,0.0,0,Michigan,13,Democrat,MI,2024,MI13,2613,321649,0.0
Other/Write-in votes,0.0,26,Michigan,13,Other,MI,2024,MI13,2613,321649,0.008083345510167917
Brad Finstad,58.5,220929,Minnesota,01,Republican,MN,2024,MN01,2701,377601,58.508584458197944
Rachel Bohman,41.4,156375,Minnesota,01,Democrat,MN,2024,MN01,2701,377601,41.412761089086096
Other/Write-in votes,0.1,297,Minnesota,01,Other,MN,2024,MN01,2701,377601,0.0786544527159621
Angie Craig,55.5,231751,Minnesota,02,Democrat,MN,2024,MN02,2702,417319,55.53329707010703
Joe Teirab,42.1,175621,Minnesota,02,Republican,MN,2024,MN02,2702,417319,42.08315461313767
Thomas Bowman,2.3,9492,Minnesota,02,Other,MN,2024,MN02,2702,417319,2.274519013033195
Other/Write-in votes,0.1,455,Minnesota,02,Other,MN,2024,MN02,2702,417319,0.10902930372209269
Kelly Morrison,58.4,240209,Minnesota,03,Democrat,MN,2024,MN03,2703,411140,58.42511066789902
Tad Jude,41.5,170427,Minnesota,03,Republican,MN,2024,MN03,2703,411140,41.45230335165637
Other/Write-in votes,0.1,504,Minnesota,03,Other,MN,2024,MN03,2703,411140,0.12258598044461741
Betty McCollum,67.3,242802,Minnesota,04,Democrat,MN,2024,MN04,2704,361043,67.25016133812316
May Lor Xiong,32.6,117618,Minnesota,04,Republican,MN,2024,MN04,2704,361043,32.57728303830846
Other/Write-in votes,0.2,623,Minnesota,04,Other,MN,2024,MN04,2704,361043,0.1725556235683838
Ilhan Omar,74.4,261066,Minnesota,05,Democrat,MN,2024,MN05,2705,351047,74.36781969365926
Dalia al-Aqidi,24.6,86213,Minnesota,05,Republican,MN,2024,MN05,2705,351047,24.558819759177545
Other/Write-in votes,1.1,3768,Minnesota,05,Other,MN,2024,MN05,2705,351047,1.0733605471632004
Tom Emmer,62.4,260095,Minnesota,06,Republican,MN,2024,MN06,2706,416496,62.44837885597941
Jeanne Hendricks,37.4,155836,Minnesota,06,Democrat,MN,2024,MN06,2706,416496,37.41596557950137
Other/Write-in votes,0.1,565,Minnesota,06,Other,MN,2024,MN06,2706,416496,0.13565556451922706
Michelle Fischbach,70.4,275098,Minnesota,07,Republican,MN,2024,MN07,2707,390510,70.44582725154285
A. John Peters,29.4,114979,Minnesota,07,Democrat,MN,2024,MN07,2707,390510,29.443292105195766
Other/Write-in votes,0.1,433,Minnesota,07,Other,MN,2024,MN07,2707,390510,0.11088064326137616
Pete Stauber,58.0,244498,Minnesota,08,Republican,MN,2024,MN08,2708,421606,57.99205893654265
Jennifer Schultz,41.9,176724,Minnesota,08,Democrat,MN,2024,MN08,2708,421606,41.916860765738626
Other/Write-in votes,0.1,384,Minnesota,08,Other,MN,2024,MN08,2708,421606,0.09108029771872317
Trent Kelly,68.6,165320,Mississippi,01,Republican,MS,2024,MS01,2801,241123,68.56251788506282
Dianne Black,31.4,75803,Mississippi,01,Democrat,MS,2024,MS01,2801,241123,31.437482114937186
Bennie Thompson,61.7,153881,Mississippi,02,Democrat,MS,2024,MS02,2802,249330,61.71780371395339
Ronald Eller,38.3,95449,Mississippi,02,Republican,MS,2024,MS02,2802,249330,38.282196286046606
Michael Guest,100.0,0,Mississippi,03,Republican,MS,2024,MS03,2803,0,
Mike Ezell,73.0,133597,Mississippi,04,Republican,MS,2024,MS04,2804,183098,72.96475111688822
Craig Raybon,27.0,49501,Mississippi,04,Democrat,MS,2024,MS04,2804,183098,27.03524888311178
Wesley Bell,76.0,224651,Missouri,01,Democrat,MO,2024,MO01,2901,295727,75.96567104119679
Andrew Jones Jr.,18.3,54216,Missouri,01,Republican,MO,2024,MO01,2901,295727,18.33312480767735
Rochelle Riggins,3.3,9765,Missouri,01,Other,MO,2024,MO01,2901,295727,3.3020319416218338
Don Fitz,1.7,4917,Missouri,01,Other,MO,2024,MO01,2901,295727,1.6626821358888433
Blake Ashby,0.7,2178,Missouri,01,Other,MO,2024,MO01,2901,295727,0.7364900736151924
Ann Wagner,54.5,231954,Missouri,02,Republican,MO,2024,MO02,2902,425373,54.52955406196443
Ray Hartmann,42.5,180660,Missouri,02,Democrat,MO,2024,MO02,2902,425373,42.4709607803034
Brandon Daugherty,2.1,8866,Missouri,02,Other,MO,2024,MO02,2902,425373,2.084288377494575
Shelby Davis,0.9,3893,Missouri,02,Other,MO,2024,MO02,2902,425373,0.9151967802375797
Bob Onder,63.5,159343,Missouri,03,Republican,MO,2024,MO03,2903,250900,63.50856915105619
Bethany Mann,32.7,82041,Missouri,03,Democrat,MO,2024,MO03,2903,250900,32.69868473495416
Jordan Rowden,2.7,6742,Missouri,03,Other,MO,2024,MO03,2903,250900,2.6871263451574334
William Hastings,1.1,2774,Missouri,03,Other,MO,2024,MO03,2903,250900,1.105619768832204
Mark Alford,71.1,215936,Missouri,04,Republican,MO,2024,MO04,2904,303565,71.13336517714492
Jeanette Cass,26.4,80122,Missouri,04,Democrat,MO,2024,MO04,2904,303565,26.39368833692949
Thomas Holbrook,2.5,7507,Missouri,04,Other,MO,2024,MO04,2904,303565,2.4729464859255845
David Haave,0.0,0,Missouri,04,Other,MO,2024,MO04,2904,303565,0.0
Emanuel Cleaver,60.2,198292,Missouri,05,Democrat,MO,2024,MO05,2905,329591,60.16305056873519
Sean Smith,36.5,120350,Missouri,05,Republican,MO,2024,MO05,2905,329591,36.51495338161539
Bill Wayne,2.0,6598,Missouri,05,Other,MO,2024,MO05,2905,329591,2.0018750511998205
Michael Day,1.3,4351,Missouri,05,Other,MO,2024,MO05,2905,329591,1.3201209984495936
Sam Graves,70.1,232286,Missouri,06,Republican,MO,2024,MO06,2906,331322,70.10883672077316
Pam May,27.5,91201,Missouri,06,Democrat,MO,2024,MO06,2906,331322,27.52639426298284
Andy Maidment,1.6,5225,Missouri,06,Other,MO,2024,MO06,2906,331322,1.5770157128111022
Mike Diel,0.8,2610,Missouri,06,Other,MO,2024,MO06,2906,331322,0.7877533034329143
Eric Burlison,70.8,153686,Missouri,07,Republican,MO,2024,MO07,2907,216952,70.83871086691987
Missi Hesketh,26.9,58447,Missouri,07,Democrat,MO,2024,MO07,2907,216952,26.94006047420628
Kevin Craig,2.2,4819,Missouri,07,Other,MO,2024,MO07,2907,216952,2.2212286588738523
Jason Smith,77.7,213558,Missouri,08,Republican,MO,2024,MO08,2908,274869,77.69446536350043
Randi McCallian,20.2,55553,Missouri,08,Democrat,MO,2024,MO08,2908,274869,20.2107185604779
Jake Dawson,2.1,5758,Missouri,08,Other,MO,2024,MO08,2908,274869,2.0948160760216683
Ryan K. Zinke,52.3,168529,Montana,01,Republican,MT,2024,MT01,3001,322266,52.294998541577456
Monica Tranel,44.6,143783,Montana,01,Democrat,MT,2024,MT01,3001,322266,44.61624868897122
Dennis Hayes,3.1,9954,Montana,01,Other,MT,2024,MT01,3001,322266,3.088752769451323
Troy Downing,66.0,181832,Montana,02,Republican,MT,2024,MT02,3002,275545,65.9899471955579
John B. Driscoll,34.0,93713,Montana,02,Democrat,MT,2024,MT02,3002,275545,34.010052804442104
John Metzger,0.0,0,Montana,02,Other,MT,2024,MT02,3002,275545,0.0
Reilly Neill,0.0,0,Montana,02,Democrat,MT,2024,MT02,3002,275545,0.0
Mike Flood,60.1,187559,Nebraska,01,Republican,NE,2024,NE01,3101,312057,60.10408354883884
Carol Blood,39.9,124498,Nebraska,01,Democrat,NE,2024,NE01,3101,312057,39.89591645116117
Don Bacon,50.9,160198,Nebraska,02,Republican,NE,2024,NE02,3102,314567,50.92651168113629
Tony Vargas,49.1,154369,Nebraska,02,Democrat,NE,2024,NE02,3102,314567,49.0734883188637
Adrian Smith,80.4,243481,Nebraska,03,Republican,NE,2024,NE03,3103,302768,80.41834011520372
Daniel Ebers,19.6,59287,Nebraska,03,Democrat,NE,2024,NE03,3103,302768,19.58165988479628
Dina Titus,52.0,167885,Nevada,01,Democrat,NV,2024,NV01,3201,322899,51.993038070728005
Mark Robertson,44.5,143650,Nevada,01,Republican,NV,2024,NV01,3201,322899,44.48759519230471
Ron Quince,1.0,3321,Nevada,01,Other,NV,2024,NV01,3201,322899,1.0284949783059099
Bill Hoge,0.8,2736,Nevada,01,Other,NV,2024,NV01,3201,322899,0.8473237761653025
David Havlicek,0.8,2711,Nevada,01,Other,NV,2024,NV01,3201,322899,0.8395814170994645
David Goossen,0.8,2596,Nevada,01,Other,NV,2024,NV01,3201,322899,0.8039665653966102
Mark Amodei,55.0,219919,Nevada,02,Republican,NV,2024,NV02,3202,399584,55.03698846800673
Greg Kidd,36.1,144064,Nevada,02,Other,NV,2024,NV02,3202,399584,36.053495635460884
Lynn Chapman,5.0,19784,Nevada,02,Other,NV,2024,NV02,3202,399584,4.951149195162969
Javi Tachiquin,4.0,15817,Nevada,02,Other,NV,2024,NV02,3202,399584,3.958366701369424
Susie Lee,51.4,191304,Nevada,03,Democrat,NV,2024,NV03,3203,372388,51.37222466889373
Drew Johnson,48.6,181084,Nevada,03,Republican,NV,2024,NV03,3203,372388,48.627775331106264
Steven Horsford,52.7,174926,Nevada,04,Democrat,NV,2024,NV04,3204,332206,52.655882193578684
John J. Lee,44.6,148061,Nevada,04,Republican,NV,2024,NV04,3204,332206,44.56903246780612
Russell Best,1.5,4919,Nevada,04,Other,NV,2024,NV04,3204,332206,1.480707753622752
Timothy Ferreira,1.3,4300,Nevada,04,Other,NV,2024,NV04,3204,332206,1.2943775849924444
Chris Pappas,54.0,218577,New Hampshire,01,Democrat,NH,2024,NH01,3301,404808,53.99522736704808
Russell Prescott,45.9,185936,New Hampshire,01,Republican,NH,2024,NH01,3301,404808,45.931898579079466
Other/Write-in votes,0.1,295,New Hampshire,01,Other,NH,2024,NH01,3301,404808,0.0728740538724531
Maggie Goodlander,52.9,211641,New Hampshire,02,Democrat,NH,2024,NH02,3302,399818,52.934335122480725
Lily Williams,47.0,187810,New Hampshire,02,Republican,NH,2024,NH02,3302,399818,46.97387311226608
Other/Write-in votes,0.1,367,New Hampshire,02,Other,NH,2024,NH02,3302,399818,0.0917917652531902
Donald Norcross,57.7,193185,New Jersey,01,Democrat,NJ,2024,NJ01,3401,334854,57.692307692307686
Theodore Liddell,40.2,134576,New Jersey,01,Republican,NJ,2024,NJ01,3401,334854,40.18945570308254
Robin Brownfield,1.5,5167,New Jersey,01,Other,NJ,2024,NJ01,3401,334854,1.5430605577356102
Austin Johnson,0.6,1926,New Jersey,01,Other,NJ,2024,NJ01,3401,334854,0.5751760468741601
Joseph Spataro,0.0,0,New Jersey,01,Other,NJ,2024,NJ01,3401,334854,0.0
Jeff Van Drew,58.5,205984,New Jersey,02,Republican,NJ,2024,NJ02,3402,352360,58.45839482347599
Joe Salerno,40.9,144087,New Jersey,02,Democrat,NJ,2024,NJ02,3402,352360,40.891985469406286
Thomas Cannavo,0.6,2289,New Jersey,02,Other,NJ,2024,NJ02,3402,352360,0.6496197071177205
Herbert C. Conaway Jr.,53.3,161289,New Jersey,03,Democrat,NJ,2024,NJ03,3403,302407,53.335074915593886
Rajesh Mohan,44.5,134716,New Jersey,03,Republican,NJ,2024,NJ03,3403,302407,44.5479105973076
Steven Welzer,0.9,2715,New Jersey,03,Other,NJ,2024,NJ03,3403,302407,0.8977966779869513
Chris Russomanno,0.5,1554,New Jersey,03,Other,NJ,2024,NJ03,3403,302407,0.5138769935881113
Douglas Wynn,0.4,1161,New Jersey,03,Other,NJ,2024,NJ03,3403,302407,0.38391968439883994
Justin Barbera,0.3,972,New Jersey,03,Other,NJ,2024,NJ03,3403,302407,0.3214211311246102
Chris Smith,67.7,256001,New Jersey,04,Republican,NJ,2024,NJ04,3404,378336,67.66498562124671
Matthew Jenkins,31.4,118811,New Jersey,04,Democrat,NJ,2024,NJ04,3404,378336,31.403567199526343
John Morrison,0.5,1859,New Jersey,04,Other,NJ,2024,NJ04,3404,378336,0.49136217542079
Barry Bendar,0.4,1665,New Jersey,04,Other,NJ,2024,NJ04,3404,378336,0.4400850038061406
Josh Gottheimer,54.6,198622,New Jersey,05,Democrat,NJ,2024,NJ05,3405,363917,54.57892871176669
Mary Jo Guinchard,43.3,157584,New Jersey,05,Republican,NJ,2024,NJ05,3405,363917,43.30218154139543
Beau Forte,0.9,3151,New Jersey,05,Other,NJ,2024,NJ05,3405,363917,0.8658567750338676
James Tosone,0.6,2294,New Jersey,05,Other,NJ,2024,NJ05,3405,363917,0.6303635169557894
Aamir Arif,0.6,2266,New Jersey,05,Other,NJ,2024,NJ05,3405,363917,0.6226694548482209
Frank Pallone Jr.,55.7,158769,New Jersey,06,Democrat,NJ,2024,NJ06,3406,284839,55.73990921187056
Scott Fegler,40.8,116340,New Jersey,06,Republican,NJ,2024,NJ06,3406,284839,40.84412597993954
Fahad Akhtar,1.5,4379,New Jersey,06,Other,NJ,2024,NJ06,3406,284839,1.537359701445378
Herb Tarbous,1.3,3724,New Jersey,06,Other,NJ,2024,NJ06,3406,284839,1.307405235940303
Matthew Amitrano,0.6,1627,New Jersey,06,Other,NJ,2024,NJ06,3406,284839,0.5711998708042088
Thomas Kean Jr.,52.5,215938,New Jersey,07,Republican,NJ,2024,NJ07,3407,411684,52.45236637809582
Susan Altman,45.7,188261,New Jersey,07,Democrat,NJ,2024,NJ07,3407,411684,45.72949155177272
Andrew Black,1.0,3913,New Jersey,07,Other,NJ,2024,NJ07,3407,411684,0.9504862953138815
Lana Leguia,0.9,3572,New Jersey,07,Other,NJ,2024,NJ07,3407,411684,0.8676557748175785
Robert Menendez Jr.,59.2,100205,New Jersey,08,Democrat,NJ,2024,NJ08,3408,169208,59.220013238144766
Anthony Valdes,34.7,58666,New Jersey,08,Republican,NJ,2024,NJ08,3408,169208,34.67093754432414
Christian Robbins,2.7,4594,New Jersey,08,Other,NJ,2024,NJ08,3408,169208,2.715001654768096
Pablo Olivera,2.2,3641,New Jersey,08,Other,NJ,2024,NJ08,3408,169208,2.15178951349818
Lea Sherman,1.2,2102,New Jersey,08,Other,NJ,2024,NJ08,3408,169208,1.24225804926481
Nellie Pou,50.6,123772,New Jersey,09,Democrat,NJ,2024,NJ09,3409,244657,50.590009687031234
Billy Prempeh,46.2,112936,New Jersey,09,Republican,NJ,2024,NJ09,3409,244657,46.16095186322076
Benjamin Taylor,1.9,4631,New Jersey,09,Other,NJ,2024,NJ09,3409,244657,1.8928540773409304
Bruno Pereira,1.4,3318,New Jersey,09,Other,NJ,2024,NJ09,3409,244657,1.3561843724070841
LaMonica McIver,75.0,133556,New Jersey,10,Democrat,NJ,2024,NJ10,3410,178085,74.99564814554847
Carmen Bucco,21.9,39057,New Jersey,10,Republican,NJ,2024,NJ10,3410,178085,21.931661846870874
Jon Serrano,1.2,2095,New Jersey,10,Other,NJ,2024,NJ10,3410,178085,1.1764045259286295
Cynthia Johnson,0.8,1492,New Jersey,10,Other,NJ,2024,NJ10,3410,178085,0.8378021731195777
Michelle Middleton,0.6,1123,New Jersey,10,Other,NJ,2024,NJ10,3410,178085,0.6305977482662773
Donna Weiss,0.4,762,New Jersey,10,Other,NJ,2024,NJ10,3410,178085,0.42788556026616503
Mikie Sherrill,55.9,208666,New Jersey,11,Democrat,NJ,2024,NJ11,3411,373374,55.886590924917115
Joseph Belnome,42.5,158674,New Jersey,11,Republican,NJ,2024,NJ11,3411,373374,42.497335111711045
Lily Benavides,1.2,4325,New Jersey,11,Other,NJ,2024,NJ11,3411,373374,1.158355964796692
Joshua Lanzara,0.5,1709,New Jersey,11,Other,NJ,2024,NJ11,3411,373374,0.4577179985751552
Bonnie Watson Coleman,59.1,140635,New Jersey,12,Democrat,NJ,2024,NJ12,3412,237781,59.14475925326246
Darius Mayfield,38.6,91763,New Jersey,12,Republican,NJ,2024,NJ12,3412,237781,38.59139292037631
Kim Meudt,1.4,3326,New Jersey,12,Other,NJ,2024,NJ12,3412,237781,1.3987660914875453
Vic Kaplan,0.9,2057,New Jersey,12,Other,NJ,2024,NJ12,3412,237781,0.8650817348736862
Melanie Ann Stansbury,56.4,193203,New Mexico,01,Democrat,NM,2024,NM01,3501,342749,56.36865461314257
Steve Jones,43.6,149546,New Mexico,01,Republican,NM,2024,NM01,3501,342749,43.63134538685744
Gabriel Vasquez,52.1,138177,New Mexico,02,Democrat,NM,2024,NM02,3502,265322,52.07898327315489
Yvette Herrell,47.9,127145,New Mexico,02,Republican,NM,2024,NM02,3502,265322,47.92101672684512
Teresa Leger Fernandez,56.3,162342,New Mexico,03,Democrat,NM,2024,NM03,3503,288427,56.285299226494054
Sharon E. Clahchischilliage,43.7,126085,New Mexico,03,Republican,NM,2024,NM03,3503,288427,43.714700773505946
Nicholas J. LaLota,55.7,216236,New York,01,Republican,NY,2024,NY01,3601,388215,55.7000631093595
John Avlon,44.3,171979,New York,01,Democrat,NY,2024,NY01,3601,388215,44.299936890640495
Andrew Garbarino,60.1,194989,New York,02,Republican,NY,2024,NY02,3602,324435,60.101098833356446
Rob Lubin,39.9,129446,New York,02,Democrat,NY,2024,NY02,3602,324435,39.898901166643554
Tom Suozzi,51.3,177188,New York,03,Democrat,NY,2024,NY03,3603,345353,51.30634452285053
Michael LiPetri Jr.,48.7,168165,New York,03,Republican,NY,2024,NY03,3603,345353,48.69365547714947
Laura Gillen,50.9,182771,New York,04,Democrat,NY,2024,NY04,3604,359394,50.855328692187406
Anthony D'Esposito,49.1,176623,New York,04,Republican,NY,2024,NY04,3604,359394,49.144671307812594
Gregory W. Meeks,72.9,157225,New York,05,Democrat,NY,2024,NY05,3605,215605,72.92270587416803
Paul King,27.1,58380,New York,05,Republican,NY,2024,NY05,3605,215605,27.077294125831962
Grace Meng,60.3,111592,New York,06,Democrat,NY,2024,NY06,3606,185189,60.25843867616327
Thomas Zmich,38.1,70566,New York,06,Republican,NY,2024,NY06,3606,185189,38.10485503998618
Joseph Chou,1.6,3031,New York,06,Other,NY,2024,NY06,3606,185189,1.6367062838505526
Nydia Velazquez,77.7,157508,New York,07,Democrat,NY,2024,NY07,3607,202586,77.74870919017108
William Kregler,22.3,45078,New York,07,Republican,NY,2024,NY07,3607,202586,22.251290809828912
Hakeem Jeffries,75.0,155732,New York,08,Democrat,NY,2024,NY08,3608,207539,75.0374628383099
John Delaney,25.0,51807,New York,08,Republican,NY,2024,NY08,3608,207539,24.962537161690094
Yvette D. Clarke,73.9,160481,New York,09,Democrat,NY,2024,NY09,3609,217095,73.9220157074092
Menachem Raitport,26.1,56614,New York,09,Republican,NY,2024,NY09,3609,217095,26.0779842925908
Daniel Goldman,82.1,186991,New York,10,Democrat,NY,2024,NY10,3610,227741,82.1068670112101
Alexander Dodenhoff,15.2,34577,New York,10,Republican,NY,2024,NY10,3610,227741,15.182597775543272
Paul Briscoe,2.7,6173,New York,10,Other,NY,2024,NY10,3610,227741,2.7105352132466267
Nicole Malliotakis,64.7,160908,New York,11,Republican,NY,2024,NY11,3611,248548,64.739205304408
Andrea Morse,35.3,87640,New York,11,Democrat,NY,2024,NY11,3611,248548,35.260794695592
Jerrold Nadler,80.4,235728,New York,12,Democrat,NY,2024,NY12,3612,293051,80.43924095123374
Mike Zumbluskas,19.6,57323,New York,12,Republican,NY,2024,NY12,3612,293051,19.560759048766254
Adriano Espaillat,83.6,164402,New York,13,Democrat,NY,2024,NY13,3613,196718,83.5724234691284
Ruben D. Vargas,16.4,32316,New York,13,Republican,NY,2024,NY13,3613,196718,16.427576530871605
Alexandria Ocasio-Cortez,68.9,123269,New York,14,Democrat,NY,2024,NY14,3614,178849,68.92350530335646
Tina Forte,31.1,55580,New York,14,Republican,NY,2024,NY14,3614,178849,31.076494696643536
Ritchie Torres,76.6,121318,New York,15,Democrat,NY,2024,NY15,3615,158469,76.55629807722646
Gonzalo Duran,21.1,33405,New York,15,Republican,NY,2024,NY15,3615,158469,21.079832648656836
Jose Vega,2.4,3746,New York,15,Other,NY,2024,NY15,3615,158469,2.3638692741167042
George Latimer,71.7,125835,New York,16,Democrat,NY,2024,NY16,3616,175602,71.65920661495882
Miriam Flisser,28.3,49767,New York,16,Republican,NY,2024,NY16,3616,175602,28.340793385041174
Michael Lawler,52.5,191681,New York,17,Republican,NY,2024,NY17,3617,365198,52.48687013620009
Mondaire Jones,45.5,166331,New York,17,Democrat,NY,2024,NY17,3617,365198,45.54543015021988
Anthony Frascone,2.0,7186,New York,17,Other,NY,2024,NY17,3617,365198,1.9676997135800307
Pat Ryan,57.1,201888,New York,18,Democrat,NY,2024,NY18,3618,353375,57.13137601697913
Alison Esposito,42.9,151487,New York,18,Republican,NY,2024,NY18,3618,353375,42.86862398302087
Josh Riley,50.5,180808,New York,19,Democrat,NY,2024,NY19,3619,358111,50.48937340656947
Marcus Molinaro,49.5,177303,New York,19,Republican,NY,2024,NY19,3619,358111,49.51062659343053
Paul Tonko,60.4,211204,New York,20,Democrat,NY,2024,NY20,3620,349544,60.4227221751768
Kevin Waltz,39.6,138340,New York,20,Republican,NY,2024,NY20,3620,349544,39.5772778248232
Elise Stefanik,62.5,206581,New York,21,Republican,NY,2024,NY21,3621,330337,62.53644005969661
Paula Collins,37.5,123756,New York,21,Democrat,NY,2024,NY21,3621,330337,37.463559940303384
Scott Phillip Lewis,0.0,0,New York,21,Other,NY,2024,NY21,3621,330337,0.0
John Mannion,54.1,183473,New York,22,Democrat,NY,2024,NY22,3622,338969,54.1267785549711
Brandon Williams,45.9,155496,New York,22,Republican,NY,2024,NY22,3622,338969,45.873221445028896
Nick Langworthy,66.0,240269,New York,23,Republican,NY,2024,NY23,3623,363918,66.02284031017976
Thomas Carle,34.0,123649,New York,23,Democrat,NY,2024,NY23,3623,363918,33.97715968982023
Claudia Tenney,64.9,200880,New York,24,Republican,NY,2024,NY24,3624,309641,64.8751295855523
David Wagenhauser,35.1,108761,New York,24,Democrat,NY,2024,NY24,3624,309641,35.1248704144477
Joseph Morelle,60.4,209722,New York,25,Democrat,NY,2024,NY25,3625,347167,60.409543533803614
Gregg Sadwick,39.6,137445,New York,25,Republican,NY,2024,NY25,3625,347167,39.590456466196386
Timothy M. Kennedy,65.0,201350,New York,26,Democrat,NY,2024,NY26,3626,309961,64.95978526330732
Anthony Marecki,35.0,108611,New York,26,Republican,NY,2024,NY26,3626,309961,35.04021473669268
Donald Davis,49.4,184993,North Carolina,01,Democrat,NC,2024,NC01,3701,374111,49.448693034954864
Laurie Buckhout,47.9,179167,North Carolina,01,Republican,NC,2024,NC01,3701,374111,47.891401215147376
Tom Bailey,2.7,9951,North Carolina,01,Other,NC,2024,NC01,3701,374111,2.659905749897758
Deborah Ross,67.6,221430,North Carolina,02,Democrat,NC,2024,NC02,3702,327425,67.62770100022905
Alan Swain,30.6,100059,North Carolina,02,Republican,NC,2024,NC02,3702,327425,30.559364740016797
Michael Dublin,1.8,5936,North Carolina,02,Other,NC,2024,NC02,3702,327425,1.8129342597541422
Gregory Murphy,77.0,199756,North Carolina,03,Republican,NC,2024,NC03,3703,259394,77.00872032506535
Gheorghe Cormos,23.0,59638,North Carolina,03,Other,NC,2024,NC03,3703,259394,22.991279674934656
Valerie Foushee,73.4,287986,North Carolina,04,Democrat,NC,2024,NC04,3704,392297,73.41019686614987
Eric Blankenburg,24.8,97184,North Carolina,04,Republican,NC,2024,NC04,3704,392297,24.773067344384483
Guy Meilleur,1.8,7127,North Carolina,04,Other,NC,2024,NC04,3704,392297,1.8167357894656344
Virginia Foxx,60.1,192088,North Carolina,05,Republican,NC,2024,NC05,3705,319736,60.0770635774514
Chuck Hubbard,39.9,127648,North Carolina,05,Democrat,NC,2024,NC05,3705,319736,39.9229364225486
Addison McDowell,70.2,215713,North Carolina,06,Republican,NC,2024,NC06,3706,307350,70.1848055962258
Kevin E. Hayes,29.8,91637,North Carolina,06,Other,NC,2024,NC06,3706,307350,29.815194403774196
David Rouzer,60.7,191423,North Carolina,07,Republican,NC,2024,NC07,3707,315322,60.707150151273936
Marlando Pridgen,39.3,123899,North Carolina,07,Democrat,NC,2024,NC07,3707,315322,39.292849848726064
Mark Harris,61.6,183008,North Carolina,08,Republican,NC,2024,NC08,3708,296875,61.6448
Justin Dues,38.4,113867,North Carolina,08,Democrat,NC,2024,NC08,3708,296875,38.3552
Richard Hudson,56.6,207261,North Carolina,09,Republican,NC,2024,NC09,3709,366481,56.5543643463099
Nigel Bristow,37.5,137570,North Carolina,09,Democrat,NC,2024,NC09,3709,366481,37.53809883732035
Shelane Etchison,5.9,21650,North Carolina,09,Other,NC,2024,NC09,3709,366481,5.907536816369744
Pat Harrigan,58.6,224201,North Carolina,10,Republican,NC,2024,NC10,3710,382317,58.64269702890533
Ralph Scott Jr.,37.3,142457,North Carolina,10,Democrat,NC,2024,NC10,3710,382317,37.26148719518096
Steven Feldman,2.7,10300,North Carolina,10,Other,NC,2024,NC10,3710,382317,2.694099399189678
Todd Helm,1.4,5359,North Carolina,10,Other,NC,2024,NC10,3710,382317,1.4017163767240275
Chuck Edwards,56.8,243020,North Carolina,11,Republican,NC,2024,NC11,3711,428024,56.77719006410855
Caleb Rudow,43.2,185004,North Carolina,11,Democrat,NC,2024,NC11,3711,428024,43.22280993589144
Alma Adams,74.0,236603,North Carolina,12,Democrat,NC,2024,NC12,3712,319806,73.98328986948337
Addul Ali,26.0,83203,North Carolina,12,Republican,NC,2024,NC12,3712,319806,26.016710130516625
Brad Knott,58.7,235199,North Carolina,13,Republican,NC,2024,NC13,3713,400673,58.7009855917419
Frank Pierce,41.3,165474,North Carolina,13,Democrat,NC,2024,NC13,3713,400673,41.2990144082581
Timothy K. Moore,58.1,223030,North Carolina,14,Republican,NC,2024,NC14,3714,384145,58.058805919639724
Pamela Genant,41.9,161115,North Carolina,14,Democrat,NC,2024,NC14,3714,384145,41.941194080360276
Julie Fedorchak,69.2,249101,North Dakota,00,Republican,ND,2024,ND00,3800,359787,69.23568667016873
Trygve Hammer,30.4,109231,North Dakota,00,Democrat,ND,2024,ND00,3800,359787,30.359907389649987
Other/Write-in votes,0.4,1455,North Dakota,00,Other,ND,2024,ND00,3800,359787,0.40440594018127396
Greg Landsman,54.6,213916,Ohio,01,Democrat,OH,2024,OH01,3901,391909,54.58307923523063
Orlando Sonza,45.4,177993,Ohio,01,Republican,OH,2024,OH01,3901,391909,45.41692076476937
David Taylor,73.6,268211,Ohio,02,Republican,OH,2024,OH02,3902,364616,73.55985475130001
Samantha Meadows,26.4,96401,Ohio,02,Democrat,OH,2024,OH02,3902,364616,26.439048204138054
Alexander Schrank,0.0,4,Ohio,02,Other,OH,2024,OH02,3902,364616,0.0010970445619501064
Joyce Beatty,70.7,242632,Ohio,03,Democrat,OH,2024,OH03,3903,342987,70.74087356080551
Michael Young,29.3,100355,Ohio,03,Republican,OH,2024,OH03,3903,342987,29.25912643919449
Jim Jordan,68.5,273297,Ohio,04,Republican,OH,2024,OH04,3904,399202,68.46082935456235
Tamie Wilson,31.5,125905,Ohio,04,Democrat,OH,2024,OH04,3904,399202,31.539170645437647
Bob Latta,67.5,255633,Ohio,05,Republican,OH,2024,OH05,3905,378657,67.51043820660915
Keith Mundy,32.5,123024,Ohio,05,Democrat,OH,2024,OH05,3905,378657,32.489561793390855
Michael Rulli,66.7,245860,Ohio,06,Republican,OH,2024,OH06,3906,368375,66.74177129284018
Michael Kripchak,33.3,122515,Ohio,06,Democrat,OH,2024,OH06,3906,368375,33.25822870715982
Max Miller,51.1,204494,Ohio,07,Republican,OH,2024,OH07,3907,400371,51.076126892307386
